"Id. de la fila","Id. del pedido","Fecha del pedido","Fecha de envío","Forma de envío","Id. del cliente","Nombre del cliente","Segmento","Ciudad","Estado","País","Región","Id. del producto","Categoría","Subcategoría","Nombre del producto","Total ($ COP)","Cantidad","Descuento","Ganancia ($ COP)"
"7340","MX-2014-137463","42014","42017","Rápido","LM-17995","Lorenzo Mata","Pequeña empresa","Guadalajara","Jalisco","México","Norte","MAT-CA-10002687","Material de oficina","Carpetas","Acco Perforador, Duradero","14334.4","4","0","2148.8"
"7341","MX-2014-166296","42153","42157","Estándar","KA-17350","Kristina Arroyo","Cliente","Zapopan","Jalisco","México","Norte","MAT-CA-10001118","Material de oficina","Carpetas","Wilson Jones Perforador, Duradero","6684.4","2","0","2869.6"
"7342","MX-2014-100538","42171","42174","Rápido","CA-12310","Camelia Almanza","Empresa","Ciudad de México","Distrito Federal","México","Norte","MOB-SI-10004998","Mobiliario","Sillas","Harbour Creations Mecedora, 2","108321.28","8","0.2","2703.68"
"7343","US-2013-134439","41965","41970","Estándar","YA-21880","Yanira Acuna","Empresa","Tegucigalpa","Francisco Morazán","Honduras","Centro","MAT-SU-10003430","Material de oficina","Suministros","Acme Cúter, Acero","15177.6","6","0.4","-6324"
"7344","US-2013-134439","41965","41970","Estándar","YA-21880","Yanira Acuna","Empresa","Tegucigalpa","Francisco Morazán","Honduras","Centro","MAT-AL-10001369","Material de oficina","Almacenamiento","Rogers Caja, Metal","4700.16","3","0.4","-1654.44"
"7345","US-2013-134439","41965","41970","Estándar","YA-21880","Yanira Acuna","Empresa","Tegucigalpa","Francisco Morazán","Honduras","Centro","MOB-LI-10001491","Mobiliario","Librerías","Bush Librería clásica, Blanco","84700.8","3","0.4","-2825.4"
"7346","US-2013-134439","41965","41970","Estándar","YA-21880","Yanira Acuna","Empresa","Tegucigalpa","Francisco Morazán","Honduras","Centro","MAT-AL-10001229","Material de oficina","Almacenamiento","Tenex Estanterías, Metal","7307.28","2","0.4","-3531.92"
"7347","MX-2015-135657","42513","42515","Urgente","ML-18940","Moisés Lucio","Cliente","Santiago de los Caballeros","Santiago","República Dominicana","Caribe","MAT-ET-10002275","Material de oficina","Etiquetas","Hon Etiquetas con códigos de color, Blanco","3484.32","3","0.2","1301.52"
"7348","MX-2015-100734","42656","42659","Rápido","FG-14935","Federico García","Empresa","Ciudad Madero","Tamaulipas","México","Norte","MAT-GR-10003938","Material de oficina","Grapas","Accos Clips, Al por mayor","6364.8","4","0","435.2"
"7349","MX-2015-100734","42656","42659","Rápido","FG-14935","Federico García","Empresa","Ciudad Madero","Tamaulipas","México","Norte","MAT-GR-10002838","Material de oficina","Grapas","Accos Grapadoras, Tamaños variados","9537","5","0","2567"
"7350","MX-2013-151176","41903","41908","Estándar","AL-11215","Anya Leyva","Pequeña empresa","Santa Clara","Villa Clara","Cuba","Caribe","MAT-CA-10003131","Material de oficina","Carpetas","Wilson Jones Separadores, Económico","2924","4","0","584.8"
"7351","MX-2013-151176","41903","41908","Estándar","AL-11215","Anya Leyva","Pequeña empresa","Santa Clara","Villa Clara","Cuba","Caribe","MAT-AR-10003750","Material de oficina","Arte","Sanford Rotuladores, Tamaños variados","14977","5","0","3740"
"7352","MX-2013-151176","41903","41908","Estándar","AL-11215","Anya Leyva","Pequeña empresa","Santa Clara","Villa Clara","Cuba","Caribe","MAT-ET-10000191","Material de oficina","Etiquetas","Hon Etiquetas para documentos legales, Rojo","6052","5","0","476"
"7353","MX-2013-151176","41903","41908","Estándar","AL-11215","Anya Leyva","Pequeña empresa","Santa Clara","Villa Clara","Cuba","Caribe","MOB-SI-10004718","Mobiliario","Sillas","SAFCO Sillón, Ajustable","105155.2","2","0","39956.8"
"7354","MX-2015-135055","42646","42646","Mismo día","CO-12670","Cira Ornelas","Cliente","Nuevo Laredo","Tamaulipas","México","Norte","MAT-CA-10002107","Material de oficina","Carpetas","Wilson Jones Cubierta de carpeta, Reciclado","3927","3","0","234.6"
"7355","MX-2013-166114","41705","41710","Rápido","GZ-15115","Gerardo Zaragoza","Cliente","Guantánamo","Guantánamo","Cuba","Caribe","MAT-AR-10004314","Material de oficina","Arte","BIC Subrayadores, Tamaños variados","7517.4","3","0","1122"
"7356","MX-2013-166114","41705","41710","Rápido","GZ-15115","Gerardo Zaragoza","Cliente","Guantánamo","Guantánamo","Cuba","Caribe","MAT-PA-10001744","Material de oficina","Papel","SanDisk Resma, Paquete de 12","3845.4","1","0","74.8"
"7357","US-2015-142986","42492","42494","Rápido","KA-17215","Karmele Andante","Cliente","Santo Domingo","Santo Domingo","República Dominicana","Caribe","TEC-MÁ-10004544","Tecnología","Máquinas","StarTech Impresora de recibos, Rojo","10988.46","3","0.7","-18316.14"
"7358","MX-2013-168634","41658","41660","Rápido","GZ-15115","Gerardo Zaragoza","Cliente","Mejicanos","San Salvador","El Salvador","Centro","MAT-ET-10001460","Material de oficina","Etiquetas","Avery Etiquetas redondas, Blanco","809.2","1","0","370.6"
"7359","MX-2013-168634","41658","41660","Rápido","GZ-15115","Gerardo Zaragoza","Cliente","Mejicanos","San Salvador","El Salvador","Centro","MAT-PA-10003728","Material de oficina","Papel","Enermax Resma, Paquete de 12","14783.2","4","0","3250.4"
"7360","MX-2013-168634","41658","41660","Rápido","GZ-15115","Gerardo Zaragoza","Cliente","Mejicanos","San Salvador","El Salvador","Centro","MAT-GR-10002677","Material de oficina","Grapas","Stockwell Grapadoras, Paquete de 12","8282.4","4","0","2896.8"
"7361","MX-2014-121209","42128","42129","Urgente","CG-12340","César Gallardo","Empresa","San Pedro de Macorís","San Pedro de Macorís","República Dominicana","Caribe","MAT-EL-10001369","Material de oficina","Electrodomésticos","KitchenAid Horno, Rojo","155080.8","3","0.2","11628"
"7362","MX-2014-148523","42359","42363","Estándar","AR-11335","Adriana Rocha","Pequeña empresa","Santa Cruz de la Sierra","Santa Cruz","Bolivia","Sur","MAT-PA-10000447","Material de oficina","Papel","SanDisk Material de oficina, Reciclado","27387","5","0","4913"
"7363","MX-2015-164854","42628","42629","Urgente","CB-12730","Claudio Bañuelos","Cliente","Mixco","Guatemala","Guatemala","Centro","MAT-AR-10004669","Material de oficina","Arte","BIC Rotuladores, Azul","5990.8","2","0","2332.4"
"7364","US-2013-145849","41852","41859","Estándar","DS-13705","Dino Saucedo","Empresa","Buenos Aires","Ciudad de Buenos Aires","Argentina","Sur","MAT-SU-10002302","Material de oficina","Suministros","Stiletto Regla, Acero","3884.16","4","0.4","-590.24"
"7365","US-2013-145849","41852","41859","Estándar","DS-13705","Dino Saucedo","Empresa","Buenos Aires","Ciudad de Buenos Aires","Argentina","Sur","MAT-GR-10002960","Material de oficina","Grapas","Stockwell Chinchetas, Paquete de 12","5983.32","7","0.4","-2108.68"
"7366","US-2013-145849","41852","41859","Estándar","DS-13705","Dino Saucedo","Empresa","Buenos Aires","Ciudad de Buenos Aires","Argentina","Sur","MOB-SI-10000823","Mobiliario","Sillas","Hon Silla de playa, 2","22562.4","7","0.4","-4141.2"
"7367","MX-2015-105466","42641","42646","Estándar","LP-17740","Laura Prieto","Cliente","Gaspar","Santa Catarina","Brasil","Sur","TEC-MÁ-10004828","Tecnología","Máquinas","Epson Teléfono, Blanco","53978.4","6","0","25357.2"
"7368","MX-2015-105466","42641","42646","Estándar","LP-17740","Laura Prieto","Cliente","Gaspar","Santa Catarina","Brasil","Sur","TEC-CO-10001006","Tecnología","Copiadoras","Sharp Fax, Color","100808.5788","3","0.002","12925.3788"
"7369","MX-2015-145541","42636","42642","Estándar","VG-21655","Violeta Galindo","Cliente","Goiânia","Goiás","Brasil","Sur","MAT-CA-10001247","Material de oficina","Carpetas","Wilson Jones Perforador, Reciclado","12852","4","0","2570.4"
"7370","MX-2015-145541","42636","42642","Estándar","VG-21655","Violeta Galindo","Cliente","Goiânia","Goiás","Brasil","Sur","MOB-MO-10003056","Mobiliario","Mobiliario","Tenex Reloj, Premium","16615.8","3","0","4814.4"
"7371","MX-2015-145541","42636","42642","Estándar","VG-21655","Violeta Galindo","Cliente","Goiânia","Goiás","Brasil","Sur","MOB-SI-10004970","Mobiliario","Sillas","SAFCO Estora, Ajustable","7061.8","1","0","350.2"
"7372","MX-2015-145541","42636","42642","Estándar","VG-21655","Violeta Galindo","Cliente","Goiânia","Goiás","Brasil","Sur","MAT-SO-10001420","Material de oficina","Sobres","Jiffy Cierre adhesivo, Plateado","7619.4","3","0","1897.2"
"7373","US-2012-122665","41429","41433","Estándar","HD-15790","Herminio Díaz","Cliente","San Miguelito","Panamá","Panamá","Centro","MAT-GR-10001064","Material de oficina","Grapas","Stockwell Cintas de goma, Al por mayor","3372.12","3","0.4","-228.48"
"7374","US-2012-122665","41429","41433","Estándar","HD-15790","Herminio Díaz","Cliente","San Miguelito","Panamá","Panamá","Centro","MAT-AR-10004391","Material de oficina","Arte","BIC Rotuladores, Tamaños variados","6040.44","3","0.4","797.64"
"7375","MX-2014-153878","42313","42315","Urgente","MV-18310","Marcial Valdés","Pequeña empresa","Delgado","San Salvador","El Salvador","Centro","MAT-AL-10000918","Material de oficina","Almacenamiento","Eldon Carpetas, Azul","1924.4","1","0","0"
"7376","MX-2013-128377","41719","41726","Estándar","JC-17005","Julio César Torres","Cliente","Delgado","San Salvador","El Salvador","Centro","MAT-GR-10004448","Material de oficina","Grapas","OIC Cintas de goma, Metal","1948.2","1","0","935"
"7377","MX-2014-103821","42237","42241","Estándar","LV-17770","Lara Varela","Cliente","Santiago de Cuba","Santiago de Cuba","Cuba","Caribe","MOB-MO-10004742","Mobiliario","Mobiliario","Deflect-O Reloj, Negro","5701.8","1","0","853.4"
"7378","MX-2014-103821","42237","42241","Estándar","LV-17770","Lara Varela","Cliente","Santiago de Cuba","Santiago de Cuba","Cuba","Caribe","MAT-PA-10001802","Material de oficina","Papel","Eaton Recordadores, Paquete de 12","10132","5","0","697"
"7379","MX-2014-103821","42237","42241","Estándar","LV-17770","Lara Varela","Cliente","Santiago de Cuba","Santiago de Cuba","Cuba","Caribe","MAT-AR-10002228","Material de oficina","Arte","Binney & Smith Sacapuntas, Azul","6045.2","2","0","1326"
"7380","MX-2014-103821","42237","42241","Estándar","LV-17770","Lara Varela","Cliente","Santiago de Cuba","Santiago de Cuba","Cuba","Caribe","TEC-AC-10003682","Tecnología","Accesorios","Memorex Ratón, Blanco","2944.4","1","0","1057.4"
"7381","MX-2014-103821","42237","42241","Estándar","LV-17770","Lara Varela","Cliente","Santiago de Cuba","Santiago de Cuba","Cuba","Caribe","MAT-GR-10004369","Material de oficina","Grapas","Advantus Clips, Al por mayor","11067","7","0","3641.4"
"7382","US-2013-111339","41762","41766","Estándar","OB-19705","Orestes Briones","Pequeña empresa","San Pedro Sula","Cortés","Honduras","Centro","MAT-EL-10000367","Material de oficina","Electrodomésticos","Hoover Microondas, Negro","41897.52","2","0.4","-5586.88"
"7383","MX-2015-158631","42642","42642","Mismo día","EP-13780","Elena Padrón","Cliente","Girón","Santander","Colombia","Sur","TEC-TE-10002006","Tecnología","Teléfonos","Samsung Teléfono inteligente, Tamaño completo","28226.8","2","0","13545.6"
"7384","MX-2015-107636","42615","42621","Estándar","CM-12415","Casimira Marín","Cliente","São Paulo","São Paulo","Brasil","Sur","MOB-MO-10001078","Mobiliario","Mobiliario","Advantus Bandeja apiladora, Surtido","17972.4","6","0","8976"
"7385","US-2012-144673","41386","41388","Rápido","ML-18790","Melanio Lerma","Pequeña empresa","Santo Domingo","Santo Domingo","República Dominicana","Caribe","MOB-LI-10003574","Mobiliario","Librerías","Safco Estante de esquina, Metal","40506.24","4","0.4","-1354.56"
"7386","MX-2012-142013","41562","41566","Estándar","CB-13030","Crístofer Barraza","Pequeña empresa","Managua","Managua","Nicaragua","Centro","TEC-TE-10001615","Tecnología","Teléfonos","Nokia Cargador, Azul","432520.8","6","0","168667.2"
"7387","MX-2015-129658","42476","42481","Estándar","KL-17290","Kevin Lucio","Pequeña empresa","Sabanalarga","Atlántico","Colombia","Sur","MAT-CA-10001185","Material de oficina","Carpetas","Acco Separadores, Transparente","4556","5","0","1904"
"7388","MX-2015-129658","42476","42481","Estándar","KL-17290","Kevin Lucio","Pequeña empresa","Sabanalarga","Atlántico","Colombia","Sur","MAT-EL-10002504","Material de oficina","Electrodomésticos","Cuisinart Batidora, Negro","7527.6","1","0","74.8"
"7389","US-2013-129434","41867","41869","Rápido","LP-17725","Lía Pabón","Cliente","Tegucigalpa","Francisco Morazán","Honduras","Centro","MAT-ET-10003044","Material de oficina","Etiquetas","Novimex Etiquetas de envío, Blanco","3733.2","5","0.4","-380.8"
"7390","MX-2013-111150","41947","41949","Rápido","TS-21235","Triana Santacruz","Empresa","Santo Domingo","Santo Domingo","República Dominicana","Caribe","MAT-SO-10001213","Material de oficina","Sobres","Ames Sobre de hebilla, 50","652.8","1","0.2","30.6"
"7391","MX-2013-111150","41947","41949","Rápido","TS-21235","Triana Santacruz","Empresa","Santo Domingo","Santo Domingo","República Dominicana","Caribe","TEC-TE-10002678","Tecnología","Teléfonos","Apple Base de audio, Tamaño completo","30496.64","2","0.2","-3435.36"
"7392","US-2012-123001","41363","41367","Estándar","RZ-20275","Rafel Zarate","Cliente","Ciudad Choluteca","Choluteca","Honduras","Centro","MOB-MO-10002179","Mobiliario","Mobiliario","Deflect-O Marco, Negro","37413.6","5","0.4","-10611.4"
"7393","US-2012-123001","41363","41367","Estándar","RZ-20275","Rafel Zarate","Cliente","Ciudad Choluteca","Choluteca","Honduras","Centro","MOB-LI-10001430","Mobiliario","Librerías","Sauder Conjunto de estantes, Negro","66616.2","5","0.4","-7775.8"
"7394","MX-2014-136469","42171","42176","Estándar","VC-21535","Victoria Chavarría","Pequeña empresa","Iquique","Tarapacá","Chile","Sur","MAT-AL-10000890","Material de oficina","Almacenamiento","Eldon Archivador móvil, Metal","28777.6","2","0","10070.8"
"7395","MX-2014-136469","42171","42176","Estándar","VC-21535","Victoria Chavarría","Pequeña empresa","Iquique","Tarapacá","Chile","Sur","MAT-PA-10000380","Material de oficina","Papel","Green Bar Cuaderno, Premium","3376.2","1","0","438.6"
"7396","MX-2015-148061","42526","42528","Rápido","GV-15430","Germán Vallejo","Cliente","Guaymas","Sonora","México","Norte","MAT-CA-10002175","Material de oficina","Carpetas","Cardinal Perforador, Duradero","10302","3","0","2366.4"
"7397","MX-2015-148061","42526","42528","Rápido","GV-15430","Germán Vallejo","Cliente","Guaymas","Sonora","México","Norte","MAT-PA-10000633","Material de oficina","Papel","Enermax Agenda, Premium","15300","6","0","5508"
"7398","US-2012-122399","41617","41621","Estándar","CF-12280","Cristian Ferro","Cliente","Caracas","Distrito Capital","Venezuela","Sur","TEC-CO-10002334","Tecnología","Copiadoras","Canon Tinta, Digital","9948.4476","1","0.402","-1533.3524"
"7399","US-2012-122399","41617","41621","Estándar","CF-12280","Cristian Ferro","Cliente","Caracas","Distrito Capital","Venezuela","Sur","MAT-GR-10002048","Material de oficina","Grapas","OIC Cintas de goma, Al por mayor","2321.52","2","0.4","-1513.68"
"7400","MX-2015-114580","42710","42717","Estándar","AM-11365","Araceli Manzanares","Empresa","Irapuato","Guanajuato","México","Norte","MOB-LI-10002546","Mobiliario","Librerías","Dania Biblioteca, Metal","65617.28","2","0.2","5736.48"
"7401","MX-2014-106019","42268","42274","Estándar","MA-18370","Manuela Armenta","Cliente","Soyapango","San Salvador","El Salvador","Centro","TEC-AC-10003107","Tecnología","Accesorios","Memorex Router, Económico","83711.4","3","0","35995.8"
"7402","MX-2014-106019","42268","42274","Estándar","MA-18370","Manuela Armenta","Cliente","Soyapango","San Salvador","El Salvador","Centro","TEC-AC-10004519","Tecnología","Accesorios","Logitech Teclado, Programable","25143","3","0","11311.8"
"7403","MX-2014-106019","42268","42274","Estándar","MA-18370","Manuela Armenta","Cliente","Soyapango","San Salvador","El Salvador","Centro","TEC-AC-10001711","Tecnología","Accesorios","Memorex Tarjeta de memoria, Negro","58072","5","0","15096"
"7404","MX-2014-126445","42057","42061","Estándar","CV-12385","Carina Verdes","Cliente","Camagüey","Camagüey","Cuba","Caribe","MAT-CA-10003624","Material de oficina","Carpetas","Avery Carpeta, Transparente","7004","5","0","1462"
"7405","MX-2015-168956","42527","42534","Estándar","ES-14200","Emanuel Saucedo","Pequeña empresa","San Andrés Tuxtla","Veracruz","México","Norte","MOB-SI-10003652","Mobiliario","Sillas","Novimex Mecedora, Negro","105264","9","0.2","18421.2"
"7406","MX-2015-168956","42527","42534","Estándar","ES-14200","Emanuel Saucedo","Pequeña empresa","San Andrés Tuxtla","Veracruz","México","Norte","MAT-AR-10004786","Material de oficina","Arte","Sanford Bolígrafos, Metal","5603.2","4","0","775.2"
"7407","MX-2015-168956","42527","42534","Estándar","ES-14200","Emanuel Saucedo","Pequeña empresa","San Andrés Tuxtla","Veracruz","México","Norte","MAT-ET-10000625","Material de oficina","Etiquetas","Avery Etiquetas para documentos legales, Blanco","7711.2","6","0","836.4"
"7408","MX-2015-168956","42527","42534","Estándar","ES-14200","Emanuel Saucedo","Pequeña empresa","San Andrés Tuxtla","Veracruz","México","Norte","MAT-AL-10002889","Material de oficina","Almacenamiento","Eldon Archivador móvil, Industrial","72743","5","0","0"
"7409","MX-2015-168956","42527","42534","Estándar","ES-14200","Emanuel Saucedo","Pequeña empresa","San Andrés Tuxtla","Veracruz","México","Norte","TEC-CO-10000269","Tecnología","Copiadoras","Hewlett Fax inalámbrico, 2","86004.0472","2","0.002","2411.6472"
"7410","MX-2015-168956","42527","42534","Estándar","ES-14200","Emanuel Saucedo","Pequeña empresa","San Andrés Tuxtla","Veracruz","México","Norte","MOB-LI-10000782","Mobiliario","Librerías","Dania Librería, Metal","21950.4","2","0.2","1094.8"
"7411","MX-2013-106544","41643","41646","Rápido","LL-17845","Lidia Laureano","Cliente","Pitalito","Huila","Colombia","Sur","MAT-AL-10000684","Material de oficina","Almacenamiento","Eldon Carpetas, Metal","9095","5","0","3451"
"7412","MX-2014-122147","42327","42332","Estándar","OL-19645","Olga Laureano","Empresa","Villa Nueva","Guatemala","Guatemala","Centro","MAT-SO-10001788","Material de oficina","Sobres","Cameo Sobre de hebilla, Rojo","2958","2","0","734.4"
"7413","MX-2014-122147","42327","42332","Estándar","OL-19645","Olga Laureano","Empresa","Villa Nueva","Guatemala","Guatemala","Centro","MOB-MO-10004676","Mobiliario","Mobiliario","Rubvermaid Marco, Duradero","60588","5","0","595"
"7414","MX-2014-122147","42327","42332","Estándar","OL-19645","Olga Laureano","Empresa","Villa Nueva","Guatemala","Guatemala","Centro","TEC-TE-10004863","Tecnología","Teléfonos","Motorola Teléfono inteligente, Tamaños variados","30062.8","2","0","5705.2"
"7415","MX-2014-122147","42327","42332","Estándar","OL-19645","Olga Laureano","Empresa","Villa Nueva","Guatemala","Guatemala","Centro","TEC-AC-10003504","Tecnología","Accesorios","SanDisk Teclado, Blanco","36148.8","6","0","14443.2"
"7416","MX-2014-129574","42259","42264","Estándar","CO-13105","Cosme Ojeda","Empresa","Guadalajara","Jalisco","México","Norte","MAT-AL-10001229","Material de oficina","Almacenamiento","Tenex Estanterías, Metal","42625.8","7","0","4688.6"
"7417","MX-2015-123981","42498","42505","Estándar","AH-11305","Ariadna Hernández","Pequeña empresa","Carrefour","Ouest","Haití","Caribe","TEC-TE-10002856","Tecnología","Teléfonos","Motorola Auriculares, Azul","16266.96","3","0.4","2435.76"
"7418","MX-2015-123981","42498","42505","Estándar","AH-11305","Ariadna Hernández","Pequeña empresa","Carrefour","Ouest","Haití","Caribe","MOB-SI-10000131","Mobiliario","Sillas","Hon Silla de playa, Ajustable","22676.64","7","0.4","-6430.76"
"7419","MX-2015-123981","42498","42505","Estándar","AH-11305","Ariadna Hernández","Pequeña empresa","Carrefour","Ouest","Haití","Caribe","TEC-MÁ-10001558","Tecnología","Máquinas","Epson Impresora de tarjetas, Multicolor","17334.9","3","0.7","-39876.9"
"7420","MX-2015-123981","42498","42505","Estándar","AH-11305","Ariadna Hernández","Pequeña empresa","Carrefour","Ouest","Haití","Caribe","MOB-MO-10004315","Mobiliario","Mobiliario","Eldon Reloj, Duradero","3641.4","2","0.7","-7408.6"
"7421","MX-2015-123981","42498","42505","Estándar","AH-11305","Ariadna Hernández","Pequeña empresa","Carrefour","Ouest","Haití","Caribe","MAT-SU-10004453","Material de oficina","Suministros","Acme Cúter, Azul","7711.2","3","0.4","1285.2"
"7422","US-2014-169117","42254","42255","Urgente","MS-18655","Mauricio Salgado","Empresa","Santo Domingo","Santo Domingo","República Dominicana","Caribe","MAT-PA-10001037","Material de oficina","Papel","Xerox Papel de tipo pergamino, Multicolor","3990.24","3","0.2","-405.96"
"7423","MX-2014-100468","42310","42315","Estándar","AP-11620","Aureliano Pizarro","Cliente","Tehuacán","Puebla","México","Norte","TEC-CO-10000159","Tecnología","Copiadoras","Canon Fotocopiadora personal, Color","32615.4384","2","0.002","12677.8384"
"7424","MX-2012-136630","41448","41452","Estándar","VM-21475","Valentina Méndez","Pequeña empresa","Oriximiná","Pará","Brasil","Sur","MOB-LI-10004778","Mobiliario","Librerías","Bush Librería, Convencional","41993.4","3","0","18054"
"7425","MX-2014-101028","42184","42188","Estándar","TL-21115","Teodoro Llarnas","Empresa","Camaçari","Bahía","Brasil","Sur","TEC-AC-10003493","Tecnología","Accesorios","SanDisk Ratón, Programable","18047.2","4","0","5045.6"
"7426","MX-2014-101028","42184","42188","Estándar","TL-21115","Teodoro Llarnas","Empresa","Camaçari","Bahía","Brasil","Sur","MAT-GR-10001997","Material de oficina","Grapas","Stockwell Grapas, Al por mayor","2359.6","2","0","564.4"
"7427","US-2014-149797","42191","42197","Estándar","PS-19855","Pancho Saavedra","Empresa","Hermosillo","Sonora","México","Norte","MOB-LI-10003234","Mobiliario","Librerías","Dania Vitrina, Metal","63879.2","5","0.2","-8795.8"
"7428","MX-2015-138940","42721","42727","Estándar","NM-19090","Néstor Mena","Cliente","San Juan del Río","Querétaro","México","Norte","MAT-CA-10004474","Material de oficina","Carpetas","Cardinal Separadores, Duradero","1985.6","2","0","632.4"
"7429","MX-2013-158610","41946","41952","Estándar","PC-19915","Patrocinio Castro","Cliente","Ciudad de México","Distrito Federal","México","Norte","MAT-GR-10003951","Material de oficina","Grapas","Advantus Grapas, Tamaños variados","1883.6","2","0","843.2"
"7430","MX-2013-158610","41946","41952","Estándar","PC-19915","Patrocinio Castro","Cliente","Ciudad de México","Distrito Federal","México","Norte","MOB-ME-10003424","Mobiliario","Mesas","Hon Mesa de conferencias, Blanco","167492.16","2","0.2","4183.36"
"7431","MX-2013-158610","41946","41952","Estándar","PC-19915","Patrocinio Castro","Cliente","Ciudad de México","Distrito Federal","México","Norte","MOB-MO-10003677","Mobiliario","Mobiliario","Rubvermaid Reloj, Surtido","17074.8","5","0.4","-6844.2"
"7432","US-2012-140935","41622","41627","Estándar","BR-11770","Bartolomé Rosales","Cliente","Carrefour","Ouest","Haití","Caribe","MAT-AL-10003416","Material de oficina","Almacenamiento","Fellowes Caja, Azul","9367.68","7","0.4","-318.92"
"7433","MX-2015-147599","42401","42404","Urgente","CL-12505","Cipriano Lucero","Cliente","San Cristóbal de Las Casas","Chiapas","México","Norte","MOB-SI-10004976","Mobiliario","Sillas","Hon Taburete, Negro","43851.84","3","0.2","3827.04"
"7434","MX-2015-147599","42401","42404","Urgente","CL-12505","Cipriano Lucero","Cliente","San Cristóbal de Las Casas","Chiapas","México","Norte","MAT-GR-10002864","Material de oficina","Grapas","Advantus Pasadores, Paquete de 12","4712.4","3","0","1499.4"
"7435","US-2013-105991","41925","41929","Estándar","HC-15985","Humberto Cepeda","Cliente","Tegucigalpa","Francisco Morazán","Honduras","Centro","TEC-AC-10002157","Tecnología","Accesorios","Memorex Tarjeta de memoria, Blanco","6805.44","1","0.4","-4536.96"
"7436","US-2013-105991","41925","41929","Estándar","HC-15985","Humberto Cepeda","Cliente","Tegucigalpa","Francisco Morazán","Honduras","Centro","MOB-MO-10003411","Mobiliario","Mobiliario","Eldon Marco de foto, Duradero","3749.52","1","0.4","-752.08"
"7437","MX-2015-132885","42699","42706","Estándar","OL-19570","Odiseo Liébanas","Cliente","La Paz","La Paz","Bolivia","Sur","MAT-CA-10004788","Material de oficina","Carpetas","Acco Separadores, Económico","972.4","1","0","261.8"
"7438","MX-2015-132885","42699","42706","Estándar","OL-19570","Odiseo Liébanas","Cliente","La Paz","La Paz","Bolivia","Sur","MAT-AL-10000810","Material de oficina","Almacenamiento","Tenex Carpetas, Industrial","24174","9","0","459"
"7439","MX-2015-110338","42672","42675","Urgente","MT-18235","Maya Tapia","Empresa","Brasília","Distrito Federal","Brasil","Sur","MAT-SU-10001811","Material de oficina","Suministros","Acme Abrecartas, Rectangular","9149.4","3","0","3284.4"
"7440","MX-2015-110338","42672","42675","Urgente","MT-18235","Maya Tapia","Empresa","Brasília","Distrito Federal","Brasil","Sur","MOB-SI-10004718","Mobiliario","Sillas","SAFCO Sillón, Ajustable","105155.2","2","0","39956.8"
"7441","MX-2012-135342","41619","41623","Estándar","CC-12880","Clotilde Carrillo","Empresa","Managua","Managua","Nicaragua","Centro","MAT-CA-10002173","Material de oficina","Carpetas","Acco Carpeta, Transparente","4967.4","3","0","1785"
"7442","MX-2012-135342","41619","41623","Estándar","CC-12880","Clotilde Carrillo","Empresa","Managua","Managua","Nicaragua","Centro","MAT-ET-10000625","Material de oficina","Etiquetas","Avery Etiquetas para documentos legales, Blanco","1285.2","1","0","139.4"
"7443","MX-2012-135342","41619","41623","Estándar","CC-12880","Clotilde Carrillo","Empresa","Managua","Managua","Nicaragua","Centro","MAT-PA-10001943","Material de oficina","Papel","SanDisk Recordadores, Paquete de 12","4787.2","2","0","190.4"
"7444","MX-2012-135342","41619","41623","Estándar","CC-12880","Clotilde Carrillo","Empresa","Managua","Managua","Nicaragua","Centro","MAT-ET-10002486","Material de oficina","Etiquetas","Hon Etiquetas para documentos legales, Ajustable","3971.2","4","0","544"
"7445","MX-2015-138569","42730","42731","Urgente","IR-16360","Irati Rodríguez","Cliente","Tuxtla Gutiérrez","Chiapas","México","Norte","MOB-SI-10000027","Mobiliario","Sillas","Office Star Silla plegable, Negro","24284.16","3","0.2","7882.56"
"7446","MX-2015-148369","42628","42632","Estándar","GL-15235","Guillermina Lebrón","Cliente","Gómez Palacio","Durango","México","Norte","MAT-GR-10001997","Material de oficina","Grapas","OIC Cintas de goma, Tamaños variados","8228","5","0","1972"
"7447","MX-2015-143553","42610","42612","Urgente","GT-15220","Gregoria Tristán","Empresa","Santiago de Cuba","Santiago de Cuba","Cuba","Caribe","MAT-SU-10003282","Material de oficina","Suministros","Acme Regla, Rectangular","3039.6","2","0","54.4"
"7448","MX-2014-143917","42320","42323","Urgente","SO-20800","Sandra Orta","Cliente","Ixtapaluca","México","México","Norte","MAT-AL-10002073","Material de oficina","Almacenamiento","Rogers Estanterías, Azul","28165.6","4","0","7316.8"
"7449","MX-2012-154326","41394","41401","Estándar","EM-13945","Emanuel Mesa","Cliente","Tipitapa","Managua","Nicaragua","Centro","MAT-AR-10001843","Material de oficina","Arte","Boston Libreta de dibujo, Metal","11301.6","2","0","4515.2"
"7450","MX-2012-154326","41394","41401","Estándar","EM-13945","Emanuel Mesa","Cliente","Tipitapa","Managua","Nicaragua","Centro","TEC-TE-10003807","Tecnología","Teléfonos","Nokia Auriculares, Azul","41429","5","0","3723"
"7451","MX-2014-123659","42268","42273","Estándar","VC-21730","Virgilio Cardona","Pequeña empresa","Ciudad de México","Distrito Federal","México","Norte","MOB-SI-10003575","Mobiliario","Sillas","Office Star Sillón, Negro","84320","2","0.2","30566"
